MC_NAME,MC_ID,MC_SORT_ID,AGG_TICKET_DATA,AGG_SEQ_NAME,AGG_PATTERN_NAME,START_TIME,END_TIME,DURATION,TIME_ADJUST,KNIT_DURATION,COMPLETE,AGG_SHIFT_STATES,AGG_USER_STATES,AGG_SINTRAL_STATES,AGG_USER_NAME
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 10:05,11/10/2022 10:19,0:14:41,0:00:00,0:14:41,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 10:19,11/10/2022 10:20,0:00:43,0:00:00,0:00:02,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 10:20,11/10/2022 10:37,0:17:16,0:00:00,0:16:58,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 10:37,11/10/2022 10:41,0:03:30,0:00:00,0:00:02,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 10:41,11/10/2022 10:59,0:17:06,0:00:00,0:16:59,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 10:59,11/10/2022 11:15,0:16:53,0:00:00,0:16:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 11:15,11/10/2022 11:32,0:16:53,0:00:00,0:16:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 11:32,11/10/2022 11:48,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 11:48,11/10/2022 12:08,0:20:07,0:00:00,0:17:16,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 12:08,11/10/2022 12:24,0:16:18,-00:00:06,0:16:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 12:24,11/10/2022 12:40,0:16:14,0:00:00,0:16:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 12:40,11/10/2022 12:56,0:16:13,0:00:00,0:16:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 12:56,11/10/2022 13:13,0:16:14,0:00:00,0:16:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 13:13,11/10/2022 13:29,0:16:13,0:00:00,0:16:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 13:29,11/10/2022 14:21,0:52:21,0:00:06,0:16:47,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 14:21,11/10/2022 14:40,0:18:38,0:00:00,0:16:35,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 14:40,11/10/2022 14:56,0:16:13,0:00:00,0:16:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 14:56,11/10/2022 15:12,0:16:14,0:00:00,0:16:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 15:12,11/10/2022 15:29,0:16:13,0:00:00,0:16:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 15:29,11/10/2022 15:45,0:16:14,0:00:00,0:16:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 15:45,11/10/2022 16:01,0:16:13,0:00:00,0:16:13,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 16:01,11/10/2022 16:24,0:22:27,0:00:00,0:16:46,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 16:24,11/10/2022 16:39,0:15:19,0:00:00,0:15:19,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},11/10/2022 16:39,11/10/2022 16:58,0:18:59,0:00:00,0:16:37,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},11/10/2022 16:58,11/10/2022 16:59,0:00:34,0:00:00,0:00:00,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 16:59,11/10/2022 17:11,0:11:19,0:00:00,0:11:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 17:11,11/10/2022 17:22,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 17:22,11/10/2022 17:34,0:12:35,0:00:00,0:11:16,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 17:34,11/10/2022 17:46,0:11:49,0:00:00,0:11:14,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 17:46,11/10/2022 18:02,0:15:16,0:00:00,0:13:37,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 18:02,11/10/2022 18:13,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 18:13,11/10/2022 18:25,0:12:49,0:00:00,0:11:08,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 18:25,11/10/2022 18:37,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 18:37,11/10/2022 18:56,0:19:27,0:00:00,0:12:15,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 18:56,11/10/2022 19:07,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 19:07,11/10/2022 19:18,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 19:18,11/10/2022 19:29,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 19:29,11/10/2022 19:49,0:19:46,0:00:00,0:11:37,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 19:49,11/10/2022 20:00,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 20:00,11/10/2022 20:11,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 20:11,11/10/2022 20:22,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 20:22,11/10/2022 20:34,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 20:34,11/10/2022 20:56,0:22:47,0:00:00,0:11:46,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 20:56,11/10/2022 21:09,0:12:13,0:00:00,0:11:08,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 21:09,11/10/2022 21:20,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 21:20,11/10/2022 21:31,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 21:31,11/10/2022 21:50,0:19:15,0:00:00,0:11:30,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 21:50,11/10/2022 22:01,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 22:01,11/10/2022 22:12,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 22:12,11/10/2022 22:23,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 22:23,11/10/2022 22:35,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 22:35,11/10/2022 22:52,0:17:55,0:00:00,0:11:38,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 22:52,11/10/2022 23:04,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 23:04,11/10/2022 23:15,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 23:15,11/10/2022 23:37,0:21:49,0:00:00,0:12:21,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 23:37,11/10/2022 23:51,0:14:55,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},11/10/2022 23:51,12/10/2022 0:03,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 0:03,12/10/2022 0:24,0:21:39,0:00:00,0:11:10,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 0:24,12/10/2022 0:42,0:17:28,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 0:42,12/10/2022 0:53,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 0:53,12/10/2022 1:04,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 1:04,12/10/2022 1:20,0:15:51,0:00:00,0:11:32,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 1:20,12/10/2022 1:31,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 1:31,12/10/2022 1:42,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 1:42,12/10/2022 1:57,0:15:28,0:00:00,0:11:30,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 1:57,12/10/2022 2:09,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 2:09,12/10/2022 2:20,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 2:20,12/10/2022 2:31,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 2:31,12/10/2022 2:46,0:15:37,0:00:00,0:11:35,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 2:46,12/10/2022 2:58,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 2:58,12/10/2022 3:09,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 3:09,12/10/2022 3:20,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 3:20,12/10/2022 3:31,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 3:31,12/10/2022 3:45,0:14:12,0:00:00,0:11:12,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 3:45,12/10/2022 3:56,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 3:56,12/10/2022 4:07,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 4:07,12/10/2022 4:18,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 4:18,12/10/2022 4:33,0:14:34,0:00:00,0:11:33,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 4:33,12/10/2022 4:51,0:18:05,0:00:00,0:11:14,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 4:51,12/10/2022 5:15,0:24:24,0:00:00,0:11:24,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 5:15,12/10/2022 5:27,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 5:27,12/10/2022 5:42,0:15:47,0:00:00,0:11:30,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 5:42,12/10/2022 5:54,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 5:54,12/10/2022 6:05,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 6:05,12/10/2022 6:16,0:11:07,0:00:00,0:11:07,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 6:16,12/10/2022 9:16,3:00:25,0:00:00,0:11:41,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 9:16,12/10/2022 9:27,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 9:27,12/10/2022 9:39,0:11:40,0:00:00,0:11:06,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 9:39,12/10/2022 9:50,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 9:50,12/10/2022 9:56,0:05:34,0:00:00,0:04:10,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 9:56,12/10/2022 10:22,0:26:46,0:00:00,0:11:53,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 10:22,12/10/2022 10:35,0:12:26,0:00:00,0:11:09,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 10:35,12/10/2022 10:46,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 10:46,12/10/2022 10:57,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 10:57,12/10/2022 11:18,0:20:37,0:00:00,0:11:49,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 11:18,12/10/2022 11:29,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 11:29,12/10/2022 11:40,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 11:40,12/10/2022 11:51,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 11:51,12/10/2022 12:03,0:11:52,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 12:03,12/10/2022 12:16,0:12:42,0:00:00,0:11:15,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 12:16,12/10/2022 12:27,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 12:27,12/10/2022 12:38,0:11:08,0:00:00,0:11:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 12:38,12/10/2022 12:49,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 12:49,12/10/2022 13:02,0:12:55,0:00:00,0:11:24,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 13:02,12/10/2022 13:13,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 13:13,12/10/2022 13:24,0:11:07,0:00:00,0:11:07,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 13:24,12/10/2022 13:44,0:20:22,0:00:00,0:11:25,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 13:44,12/10/2022 13:56,0:11:08,0:00:00,0:11:08,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-B-2},12/10/2022 13:56,12/10/2022 14:17,0:21:41,0:00:00,0:11:19,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 14:19,12/10/2022 14:26,0:07:02,0:00:00,0:05:29,0,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 14:26,12/10/2022 14:46,0:20:18,0:00:00,0:17:44,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 14:46,12/10/2022 15:02,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 15:02,12/10/2022 15:30,0:28:12,0:00:00,0:16:58,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 15:30,12/10/2022 15:45,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 15:45,12/10/2022 16:02,0:16:52,0:00:00,0:16:52,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 16:02,12/10/2022 16:18,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 16:18,12/10/2022 16:37,0:19:00,0:00:00,0:17:21,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 16:37,12/10/2022 16:52,0:15:18,0:00:00,0:15:18,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 16:52,12/10/2022 17:10,0:17:42,-00:00:07,0:16:54,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 17:10,12/10/2022 17:27,0:17:45,0:00:05,0:15:48,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 17:28,12/10/2022 17:44,0:16:55,-00:00:04,0:16:55,1,{1},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 17:44,12/10/2022 18:00,0:15:18,0:00:00,0:15:18,1,"{1,2}",{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 18:00,12/10/2022 18:17,0:16:51,0:00:00,0:16:51,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 18:17,12/10/2022 18:32,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 18:32,12/10/2022 18:54,0:21:39,0:00:00,0:17:17,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 18:54,12/10/2022 19:09,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 19:09,12/10/2022 19:26,0:16:52,0:00:00,0:16:52,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 19:26,12/10/2022 19:41,0:15:17,0:00:00,0:15:17,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 19:41,12/10/2022 19:58,0:16:52,0:00:00,0:16:52,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 19:58,12/10/2022 20:13,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 20:13,12/10/2022 20:30,0:16:51,0:00:00,0:16:51,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 20:30,12/10/2022 20:56,0:26:03,0:00:00,0:15:36,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 20:56,12/10/2022 21:13,0:16:52,0:00:00,0:16:52,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 21:13,12/10/2022 21:29,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 21:29,12/10/2022 21:46,0:16:52,0:00:00,0:16:52,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 21:46,12/10/2022 22:01,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 22:01,12/10/2022 22:18,0:16:52,0:00:00,0:16:52,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 22:18,12/10/2022 22:41,0:23:05,0:00:00,0:16:23,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 22:41,12/10/2022 23:08,0:26:37,0:00:00,0:17:09,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 23:08,12/10/2022 23:23,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 23:23,12/10/2022 23:40,0:16:51,0:00:00,0:16:51,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-R2},12/10/2022 23:40,12/10/2022 23:55,0:15:18,0:00:00,0:15:18,1,{2},{3},{-1},{service}
005_ADF530W72,1586924646,1,{0||||||0},"{""""}",{P220103-M-F-L2},12/10/2022 23:55,13/10/2022 0:13,0:17:35,0:00:00,0:16:52,1,{2},{3},{-1},{service}
